track,row,t,n_branches,alt_tok,alt_class,base_tok,alt_p,base_p,effect,null_mean,null_q95,p_value,local_change,pooled_maxcat,is_letter,sig,flat
llama,3,110,3, they,word, the,0.0614090776155687,0.7481157840707968,0.04499999999999997,0.027319999999999983,0.054999999999999966,0.106,0.016261000000000022,0.91452,False,False,True
llama,3,111,3, effects,word, substance,0.1909450048761434,0.588152056292826,0.024999999999999953,0.026789999999999977,0.04999999999999997,0.56,0.020737000000000026,0.926467,False,False,True
llama,3,111,3, animal,word, substance,0.054706659833507476,0.588152056292826,0.030000000000000013,0.03201000000000001,0.05999999999999998,0.504,0.020737000000000026,0.926467,False,False,True
llama,3,112,2, would,word, will,0.10640975631087633,0.8909579614131082,0.035,0.03216000000000001,0.06000000000000002,0.458,0.026323499999999986,0.9134,False,False,True
llama,3,113,4, have,word, cause,0.1831272269178204,0.5640715362266215,0.024999999999999953,0.027039999999999984,0.049999999999999975,0.584,0.04102899999999998,0.92775,False,False,True
llama,3,113,4, be,word, cause,0.14261962772529338,0.5640715362266215,0.039999999999999966,0.02914,0.05999999999999997,0.292,0.04102899999999998,0.92775,False,False,True
llama,3,113,4, show,word, cause,0.06736874190180368,0.5640715362266215,0.03499999999999996,0.02964,0.05499999999999997,0.402,0.04102899999999998,0.92775,False,False,True
llama,3,114,4, adverse,word, some,0.24391260446127838,0.3548907454083252,0.030000000000000006,0.030280000000000015,0.060000000000000026,0.542,0.019331000000000015,0.894772,False,False,True
llama,3,114,4, significant,word, some,0.13055699353412392,0.3548907454083252,0.03500000000000001,0.033290000000000014,0.06500000000000003,0.412,0.019331000000000015,0.894772,False,False,True
llama,3,114,4, harm,word, some,0.08973042192718565,0.3548907454083252,0.04500000000000001,0.03476000000000002,0.07000000000000003,0.29,0.019331000000000015,0.894772,False,False,True
llama,3,115,3, level,word, kind,0.2520883387545914,0.4156234062001543,0.03500000000000002,0.034210000000000025,0.06500000000000003,0.456,0.03917350000000001,0.895827,False,False,True
llama,3,115,3, adverse,word, kind,0.22246717812862316,0.4156234062001543,0.04000000000000002,0.03355000000000001,0.06500000000000002,0.256,0.03917350000000001,0.895827,False,False,True
llama,3,117,4, toxic,word, adverse,0.17561577397437453,0.6129592616430589,0.024999999999999998,0.03256000000000002,0.060000000000000026,0.708,0.025497999999999986,0.892673,False,False,True
llama,3,117,4, toxicity,word, adverse,0.12069882425074432,0.6129592616430589,0.035,0.034320000000000024,0.06500000000000003,0.502,0.025497999999999986,0.892673,False,False,True
llama,3,117,4, harm,word, adverse,0.0503147556499866,0.6129592616430589,0.015000000000000005,0.032840000000000015,0.06500000000000003,0.898,0.025497999999999986,0.892673,False,False,True
llama,3,120,3, even,word, which,0.34420181290104346,0.5674928503434961,0.030000000000000013,0.03142000000000002,0.060000000000000026,0.47,0.012617499999999999,0.895706,False,False,True
llama,3,120,3, making,word, which,0.052785057605403786,0.5674928503434961,0.009999999999999997,0.03433000000000001,0.06500000000000003,0.984,0.012617499999999999,0.895706,False,False,True
llama,3,121,3, will,word, can,0.0862206578350658,0.8180387642275205,0.02500000000000001,0.03257000000000001,0.06500000000000002,0.67,0.02141149999999998,0.905223,False,False,True
llama,3,121,3, would,word, can,0.05925853374034556,0.8180387642275205,0.039999999999999966,0.029919999999999992,0.05999999999999997,0.208,0.02141149999999998,0.905223,False,False,True
llama,3,122,3, be,word, then,0.31739778207855973,0.40754681938918763,0.05000000000000002,0.03242000000000002,0.060000000000000026,0.166,0.03145349999999999,0.908546,False,False,True
llama,3,122,3, help,word, then,0.21814409273462748,0.40754681938918763,0.045000000000000005,0.02971,0.05499999999999997,0.136,0.03145349999999999,0.908546,False,False,True
llama,3,124,5, detected,word, studied,0.09607065253005607,0.6264592732408109,0.025000000000000005,0.03102000000000001,0.06000000000000002,0.658,0.024880500000000007,0.910903,False,False,True
llama,3,124,5, measured,word, studied,0.08478205328705542,0.6264592732408109,0.02,0.03175000000000001,0.05999999999999997,0.844,0.024880500000000007,0.910903,False,False,True
llama,3,124,5, used,word, studied,0.06602832949036033,0.6264592732408109,0.020000000000000007,0.028840000000000008,0.05499999999999997,0.724,0.024880500000000007,0.910903,False,False,True
llama,3,124,5, evaluated,word, studied,0.05142291471198936,0.6264592732408109,0.03500000000000002,0.029049999999999996,0.054999999999999966,0.242,0.024880500000000007,0.910903,False,False,True
llama,3,125,2, to,word, and,0.1608594151912323,0.8169115285897391,0.030000000000000006,0.03292000000000002,0.06500000000000003,0.52,0.04126749999999998,0.897532,False,False,True
llama,3,126,3, characterized,word, understood,0.13717767045729656,0.6147877030271044,0.010000000000000004,0.02385999999999998,0.044999999999999964,0.9,0.011454499999999966,0.9388,False,False,True
llama,3,126,3, used,word, understood,0.050464844749030534,0.6147877030271044,0.08499999999999999,0.03308000000000001,0.06500000000000003,0.008,0.011454499999999966,0.9388,False,True,True
llama,3,127,2,".

",punct/symbol,".
",0.1807539839928647,0.8100831665520629,0.10499999999999998,0.03067000000000001,0.0552499999999998,0.0,0.0277025,0.935845,False,True,True
llama,3,129,6, Therefore,word, Since,0.20315035899874184,0.26085022436362376,0.05999999999999997,0.02276,0.04999999999999997,0.01,0.038745999999999975,0.936254,False,False,True
llama,3,129,6, The,word, Since,0.1232169212643652,0.26085022436362376,0.03999999999999996,0.022350000000000002,0.044999999999999964,0.102,0.038745999999999975,0.936254,False,False,True
llama,3,129,6, Animals,word, Since,0.10873855136181226,0.26085022436362376,0.054999999999999966,0.02561999999999999,0.044999999999999964,0.018,0.038745999999999975,0.936254,False,False,True
llama,3,129,6, However,word, Since,0.09596143476833525,0.26085022436362376,0.13,0.032000000000000015,0.05999999999999997,0.0,0.038745999999999975,0.936254,False,True,True
llama,3,129,6, This,word, Since,0.08468566895062957,0.26085022436362376,0.005000000000000003,0.01818000000000001,0.03500000000000001,1.0,0.038745999999999975,0.936254,False,False,True
llama,3,132,5, not,word, generally,0.1582322751154924,0.487389719853373,0.02500000000000001,0.017290000000000007,0.030000000000000013,0.264,0.02038250000000002,0.975445,False,False,True
llama,3,132,5, used,word, generally,0.10875133328141151,0.487389719853373,0.02500000000000001,0.020000000000000007,0.03500000000000002,0.268,0.02038250000000002,0.975445,False,False,True
llama,3,132,5, often,word, generally,0.08469562351962262,0.487389719853373,0.010000000000000002,0.014340000000000007,0.025000000000000012,0.814,0.02038250000000002,0.975445,False,False,True
llama,3,132,5, more,word, generally,0.05821039400555313,0.487389719853373,0.015000000000000005,0.012910000000000005,0.02000000000000001,0.474,0.02038250000000002,0.975445,False,False,True
llama,3,133,2, similar,word, more,0.0669331584307177,0.8154127862024297,0.05500000000000003,0.01672000000000001,0.03500000000000001,0.002,0.0020174999999999664,0.995828,False,True,True
llama,3,134,4, susceptible,word, sensitive,0.12161441910524559,0.6176089075549527,0.010000000000000005,0.007390000000000004,0.010000000000000005,0.478,0.013294499999999971,0.997343,False,False,True
llama,3,134,4, responsive,word, sensitive,0.08358428639742728,0.6176089075549527,0.010000000000000005,0.007490000000000004,0.010000000000000005,0.498,0.013294499999999971,0.997343,False,False,True
llama,3,134,4, resilient,word, sensitive,0.057446583916345856,0.6176089075549527,0.005000000000000003,0.005000000000000004,0.005000000000000003,1.0,0.013294499999999971,0.997343,False,False,True
llama,3,135,2, than,word, to,0.09533582081668279,0.9045211645215869,0.005000000000000002,0.012300000000000007,0.025000000000000012,1.0,0.006397999999999954,0.984523,False,False,True
llama,3,136,3, toxic,word, substances,0.11691270497444091,0.7623666020068478,0.010000000000000004,0.013380000000000006,0.02500000000000001,1.0,0.009409000000000023,0.986512,False,False,True
llama,3,136,3, toxins,word, substances,0.055225651420403934,0.7623666020068478,0.015000000000000008,0.011070000000000007,0.015000000000000008,0.214,0.009409000000000023,0.986512,False,False,True
llama,3,138,2, people,word, humans,0.4377567511417618,0.5620907947926727,0.015000000000000008,0.012220000000000005,0.025000000000000012,0.358,0.012002999999999993,0.986567,False,False,True
llama,3,139,2, (,punct/symbol,",",0.09448869298294116,0.8964837251483073,0.015000000000000006,0.007040000000000005,0.015000000000000006,0.204,0.010758999999999982,0.99857,False,False,True
llama,3,140,2, using,word, it,0.4009902442355893,0.5148816654423217,0.005000000000000003,0.012040000000000006,0.025000000000000012,1.0,0.011909999999999987,0.987811,False,False,True
llama,3,141,2, makes,word,'s,0.0595168099202401,0.9309995970589262,0.015000000000000006,0.010950000000000007,0.025000000000000012,0.382,0.015119499999999998,0.980901,False,False,True
llama,3,142,5, better,word, necessary,0.19354611946787204,0.28160794215842255,0.005,0.007600000000000005,0.010000000000000005,1.0,0.003486499999999989,0.993356,False,False,True
llama,3,142,5, likely,word, necessary,0.17080385093766512,0.28160794215842255,0.005,0.007640000000000004,0.010000000000000005,1.0,0.003486499999999989,0.993356,False,False,True
llama,3,142,5, possible,word, necessary,0.06283521774233647,0.28160794215842255,0.020000000000000007,0.013600000000000004,0.02500000000000001,0.242,0.003486499999999989,0.993356,False,False,True
llama,3,142,5, safer,word, necessary,0.05545188503084055,0.28160794215842255,0.005,0.007400000000000004,0.010000000000000005,1.0,0.003486499999999989,0.993356,False,False,True
llama,3,145,2, much,word, higher,0.0881882919773283,0.8367072804800947,0.005000000000000003,0.005000000000000004,0.005000000000000003,1.0,0.00047699999999997484,0.995477,False,False,True
llama,3,147,2, to,word, in,0.26824131930088685,0.7291555038974813,0.010000000000000004,0.010860000000000007,0.02000000000000001,0.666,0.012311000000000035,0.987311,False,False,True
llama,3,151,7, simulate,word, ensure,0.11908139289928725,0.3236967864257245,0.015000000000000006,0.008890000000000004,0.015000000000000006,0.26,0.005045999999999997,0.989954,False,False,True
llama,3,151,7, account,word, ensure,0.09274068203919854,0.3236967864257245,0.015000000000000006,0.008560000000000003,0.015000000000000006,0.238,0.005045999999999997,0.989954,False,False,True
llama,3,151,7, mimic,word, ensure,0.08184336464317553,0.3236967864257245,0.005,0.012380000000000006,0.02000000000000001,1.0,0.005045999999999997,0.989954,False,False,True
llama,3,151,7, achieve,word, ensure,0.08184336464317553,0.3236967864257245,0.01,0.013240000000000005,0.02500000000000001,0.802,0.005045999999999997,0.989954,False,False,True
llama,3,151,7, produce,word, ensure,0.056250067059434666,0.3236967864257245,0.015000000000000006,0.009020000000000007,0.015000000000000006,0.272,0.005045999999999997,0.989954,False,False,True
llama,3,151,7, get,word, ensure,0.056250067059434666,0.3236967864257245,0.005,0.013510000000000006,0.02500000000000001,1.0,0.005045999999999997,0.989954,False,False,True
llama,3,153,2, the,word, any,0.4411884894839748,0.4999320543696559,0.005000000000000003,0.005000000000000004,0.005000000000000003,1.0,0.006009000000000014,0.997656,False,False,True
llama,3,154,2, adverse,word, potential,0.19119127081447276,0.7561761222881206,0.005000000000000003,0.008980000000000005,0.015000000000000006,1.0,0.0060090000000000195,0.993991,False,False,True
llama,3,156,2, to,word, are,0.24166645911710719,0.7443851435596849,0.005000000000000003,0.005000000000000004,0.005000000000000003,1.0,0.005000000000000001,0.998775,False,False,True
llama,3,157,3, identified,word, detected,0.15857640367004222,0.710690113961329,0.0,0.005060000000000004,0.010000000000000005,1.0,0.0031125000000000306,0.994443,False,False,True
llama,3,157,3, detect,word, detected,0.10898784911928455,0.710690113961329,0.010000000000000004,0.011270000000000007,0.015000000000000008,1.0,0.0031125000000000306,0.994443,False,False,True
llama,3,158,2,".
",punct/symbol,".

",0.3762321083997275,0.6203018798389871,0.010000000000000005,0.007450000000000004,0.010000000000000005,0.49,0.001812000000000026,0.996225,False,False,True
llama,3,159,4,Based,word,Therefore,0.14023660424999113,0.7121802407326441,0.005000000000000003,0.005000000000000004,0.005000000000000003,1.0,0.004271500000000012,0.995729,False,False,True
llama,3,159,4,The,word,Therefore,0.058459321049400714,0.7121802407326441,0.005,0.0074300000000000034,0.010000000000000005,1.0,0.004271500000000012,0.995729,False,False,True
llama,3,159,4,Given,word,Therefore,0.05159016975329457,0.7121802407326441,0.005,0.007440000000000004,0.010000000000000005,1.0,0.004271500000000012,0.995729,False,False,True
llama,3,162,2, answer,word, correct,0.08403256997520629,0.9034352813255615,0.0,0.0,0.0,1.0,0.0,1.0,False,False,True
llama,4,0,5,We,word,Let,0.15332038245628984,0.5351407171416673,0.095,0.05215000000000002,0.10000000000000003,0.068,0.023951000000000007,0.748815,False,False,True
llama,4,0,5,If,word,Let,0.07242342052581158,0.5351407171416673,0.10499999999999998,0.05247000000000001,0.0952499999999998,0.04,0.023951000000000007,0.748815,False,False,True
llama,4,0,5,Since,word,Let,0.056403416618211716,0.5351407171416673,0.055,0.04760000000000002,0.08999999999999997,0.372,0.023951000000000007,0.748815,False,False,True
llama,4,0,5,Row,word,Let,0.056403416618211716,0.5351407171416673,0.08000000000000004,0.05242000000000002,0.10000000000000003,0.126,0.023951000000000007,0.748815,False,False,True
llama,4,1,3,'s,mixed, $,0.24230149083726382,0.5812510254156454,0.095,0.04708000000000001,0.0852499999999998,0.028,0.02799049999999999,0.752545,False,False,True
llama,4,1,3, Row,word, $,0.08913773704421997,0.5812510254156454,0.06499999999999997,0.05125999999999999,0.09999999999999998,0.286,0.02799049999999999,0.752545,False,False,True
llama,4,2,4,R,word,r,0.15082084588409214,0.4645609106602503,0.08500000000000002,0.04756000000000002,0.08500000000000002,0.052,0.056835500000000004,0.780536,False,False,False
llama,4,2,4,x,word,r,0.07124272305175246,0.4645609106602503,0.14500000000000002,0.05036000000000002,0.09500000000000004,0.0,0.056835500000000004,0.780536,False,True,False
llama,4,2,4,p,word,r,0.0628714824248637,0.4645609106602503,0.05500000000000002,0.04694000000000001,0.08999999999999997,0.318,0.056835500000000004,0.780536,False,False,False
llama,4,4,2, and,word, be,0.06507989647270282,0.8984002053301656,0.05000000000000001,0.047850000000000024,0.08500000000000003,0.436,0.02432450000000002,0.741689,False,False,True
llama,4,6,3, number,word, rate,0.1946918163705005,0.6795412101442304,0.08000000000000004,0.04949000000000002,0.09000000000000004,0.104,0.07092699999999998,0.734496,False,False,False
llama,4,6,3, amount,word, rate,0.07162312514517415,0.6795412101442304,0.040000000000000015,0.05168000000000002,0.09999999999999999,0.626,0.07092699999999998,0.734496,False,False,False
llama,4,7,3, of,word, at,0.1420354628073101,0.7213155767784474,0.07499999999999998,0.04928000000000002,0.08500000000000002,0.156,0.028089999999999987,0.805423,False,False,True
llama,4,7,3, that,word, at,0.07602610472259672,0.7213155767784474,0.03999999999999996,0.04537999999999998,0.07999999999999999,0.64,0.028089999999999987,0.805423,False,False,True
llama,4,11,2, can,word, paints,0.05325677243924707,0.9439988612424745,0.015000000000000006,0.04911000000000003,0.09000000000000002,0.974,0.050036500000000005,0.754199,False,False,False
llama,4,12,5, and,word,",",0.2550225106904091,0.32745538555400655,0.07999999999999999,0.05288,0.09999999999999999,0.158,0.06401650000000005,0.720084,False,False,False
llama,4,12,5, a,word,",",0.22505657577363292,0.32745538555400655,0.07499999999999997,0.053579999999999996,0.10499999999999998,0.216,0.06401650000000005,0.720084,False,False,False
llama,4,12,5, the,word,",",0.08279367745778639,0.32745538555400655,0.06499999999999997,0.05469999999999999,0.095,0.338,0.06401650000000005,0.720084,False,False,False
llama,4,12,5, (,punct/symbol,",",0.06447978083748536,0.32745538555400655,0.07999999999999999,0.053230000000000006,0.09499999999999997,0.136,0.06401650000000005,0.720084,False,False,False
llama,4,13,4, in,word, and,0.1372027253153347,0.6967729737252896,0.019999999999999997,0.04736000000000001,0.08499999999999999,0.928,0.04422450000000003,0.776116,False,False,True
llama,4,13,4, so,word, and,0.07343932674898468,0.6967729737252896,0.08500000000000003,0.048920000000000026,0.09000000000000005,0.076,0.04422450000000003,0.776116,False,False,True
llama,4,13,4, measured,word, and,0.05047406191620424,0.6967729737252896,0.035,0.04771000000000002,0.085,0.76,0.04422450000000003,0.776116,False,False,True
llama,4,14,2, $,punct/symbol, let,0.40718928127582704,0.5924569083808843,0.08000000000000004,0.05228000000000002,0.10000000000000002,0.11,0.057413500000000034,0.73444,False,False,False
llama,4,26,3, Then,word, ,0.3364978424037554,0.38130198685277,0.02500000000000001,0.052150000000000016,0.09499999999999997,0.892,0.013226500000000002,0.700318,False,False,True
llama,4,26,3, We,word, ,0.20409625834502754,0.38130198685277,0.09499999999999997,0.057089999999999974,0.10499999999999998,0.098,0.013226500000000002,0.700318,False,False,True
llama,4,27,3, We,word, Then,0.2354768496117788,0.6400924794749654,0.06000000000000002,0.053790000000000004,0.09999999999999998,0.374,0.03168000000000002,0.710839,False,False,True
llama,4,27,3, Since,word, Then,0.05953787147721722,0.6400924794749654,0.09000000000000002,0.049700000000000015,0.09999999999999998,0.09,0.03168000000000002,0.710839,False,False,True
llama,4,28,3, $,punct/symbol, we,0.24128806285087231,0.39781676158826257,0.07500000000000004,0.050340000000000024,0.09500000000000001,0.15,0.046391000000000016,0.742519,False,False,True
llama,4,28,3,",",punct/symbol, we,0.24128806285087231,0.39781676158826257,0.10000000000000003,0.050970000000000015,0.09500000000000003,0.034,0.046391000000000016,0.742519,False,False,True
llama,4,29,3, know,word, have,0.45222016143719646,0.45222016143719646,0.035,0.05549999999999999,0.09999999999999998,0.792,0.03181299999999998,0.701901,False,False,True
llama,4,29,3, are,word, have,0.06120133633764144,0.45222016143719646,0.03500000000000002,0.05204,0.09499999999999999,0.712,0.03181299999999998,0.701901,False,False,True
llama,4,30,6, that,word, $,0.25738331149237875,0.25738331149237875,0.049999999999999996,0.05069000000000002,0.09500000000000003,0.48,0.09614899999999996,0.726907,False,False,False
llama,4,30,6,"

",whitespace, $,0.17689679052842916,0.25738331149237875,0.07999999999999997,0.05511,0.09999999999999999,0.168,0.09614899999999996,0.726907,False,False,False
llama,4,30,6, $$,punct/symbol, $,0.08356013709400745,0.25738331149237875,0.07500000000000001,0.05115000000000002,0.09000000000000004,0.182,0.09614899999999996,0.726907,False,False,False
llama,4,30,6,"
",whitespace, $,0.07374156216500573,0.25738331149237875,0.020000000000000004,0.05054000000000002,0.09049999999999958,0.944,0.09614899999999996,0.726907,False,False,False
llama,4,30,6, \,punct/symbol, $,0.06507670020236694,0.25738331149237875,0.05,0.051080000000000014,0.095,0.488,0.09614899999999996,0.726907,False,False,False
llama,4,32,3, =,punct/symbol,=\,0.3504930682130542,0.5778653767958134,0.08999999999999998,0.05676999999999996,0.10499999999999998,0.108,0.030047000000000004,0.676973,False,False,True
llama,4,32,3,=,punct/symbol,=\,0.0690161854366603,0.5778653767958134,0.030000000000000006,0.05804000000000002,0.10500000000000002,0.882,0.030047000000000004,0.676973,False,False,True
llama,4,39,2,",",punct/symbol, and,0.0651021505884831,0.8987074339917649,0.04499999999999997,0.05317999999999998,0.09,0.58,0.06999999999999998,0.712298,False,False,False
llama,4,48,2,}$,punct/symbol,},0.2661454410027625,0.7234582728835535,0.12,0.05233000000000001,0.09999999999999998,0.008,0.040492,0.687273,False,True,True
llama,4,49,2,.$,punct/symbol,$.,0.13294755264685912,0.866926865791428,0.049999999999999954,0.05454999999999997,0.10499999999999997,0.562,0.03566499999999998,0.695346,False,False,True
llama,4,51,8, We,word, If,0.18139735111573438,0.20555012780721432,0.034999999999999996,0.056570000000000016,0.10499999999999998,0.836,0.041546999999999994,0.671189,False,False,True
llama,4,51,8, Row,word, If,0.16008260049668588,0.20555012780721432,0.045000000000000005,0.05565,0.09999999999999995,0.638,0.041546999999999994,0.671189,False,False,True
llama,4,51,8, Since,word, If,0.0856860414228909,0.20555012780721432,0.044999999999999964,0.051949999999999975,0.09499999999999999,0.574,0.041546999999999994,0.671189,False,False,True
llama,4,51,8, When,word, If,0.05889109761199206,0.20555012780721432,0.035,0.05672999999999999,0.10024999999999977,0.796,0.041546999999999994,0.671189,False,False,True
llama,4,51,8, Now,word, If,0.051971211232390055,0.20555012780721432,0.06499999999999997,0.056419999999999956,0.09999999999999998,0.336,0.041546999999999994,0.671189,False,False,True
llama,4,51,8, Let,word, If,0.051971211232390055,0.20555012780721432,0.05999999999999997,0.05491999999999996,0.10999999999999996,0.372,0.041546999999999994,0.671189,False,False,True
llama,4,51,8, In,word, If,0.051971211232390055,0.20555012780721432,0.025,0.05535000000000001,0.09999999999999999,0.94,0.041546999999999994,0.671189,False,False,True
llama,4,60,2,",",punct/symbol, and,0.07585761082265097,0.9241348857203397,0.059999999999999956,0.055269999999999986,0.10499999999999998,0.416,0.06544899999999998,0.687345,False,False,False
llama,4,69,3, then,word, they,0.3086784701884722,0.4491244972318006,0.034999999999999996,0.05908000000000003,0.10500000000000004,0.872,0.031375000000000014,0.646639,False,False,True
llama,4,69,3, the,word, they,0.1872229561625005,0.4491244972318006,0.07499999999999997,0.0572,0.1,0.234,0.031375000000000014,0.646639,False,False,True
llama,4,70,2, paint,word, will,0.09221117919868282,0.8748754006528318,0.07999999999999999,0.05521999999999997,0.09999999999999998,0.136,0.010631500000000023,0.647628,False,False,True
llama,4,71,3, finish,word, paint,0.3580466549509445,0.5209547779350644,0.10000000000000002,0.058150000000000014,0.10499999999999998,0.064,0.02173249999999996,0.648576,False,False,True
llama,4,71,3, have,word, paint,0.10258208414319094,0.5209547779350644,0.07000000000000002,0.05801000000000003,0.10500000000000001,0.308,0.02173249999999996,0.648576,False,False,True
llama,4,72,4, $\,punct/symbol, a,0.2904759351002253,0.37297848360482816,0.075,0.055890000000000016,0.10499999999999998,0.238,0.052351000000000036,0.658476,False,False,False
llama,4,72,4, $,punct/symbol, a,0.17618256054698375,0.37297848360482816,0.05999999999999995,0.05614999999999998,0.10499999999999995,0.432,0.052351000000000036,0.658476,False,False,False
llama,4,72,4, for,word, a,0.10686011193970425,0.37297848360482816,0.010000000000000009,0.056960000000000004,0.10024999999999978,1.0,0.052351000000000036,0.658476,False,False,False
llama,4,73,2, room,word, total,0.07079117147473254,0.8624130446639644,0.054999999999999966,0.05469999999999996,0.09499999999999999,0.458,0.03810350000000004,0.710828,False,False,True
llama,4,75,3, $(,punct/symbol, $,0.2472531219452122,0.5234348632655499,0.02500000000000001,0.05238,0.09999999999999998,0.876,0.059478000000000024,0.699573,False,False,False
llama,4,75,3, $\,punct/symbol, $,0.19256092498778082,0.5234348632655499,0.06499999999999997,0.05385999999999998,0.095,0.304,0.059478000000000024,0.699573,False,False,False
llama,4,76,4,xy,word,rx,0.21804269757755398,0.46159639439395417,0.18999999999999995,0.05768000000000002,0.11024999999999982,0.0,0.05576549999999996,0.645164,False,True,False
llama,4,76,4,r,word,rx,0.14985840836371514,0.46159639439395417,0.05999999999999996,0.056759999999999984,0.105,0.422,0.05576549999999996,0.645164,False,False,False
llama,4,76,4,x,word,rx,0.10299607740506077,0.46159639439395417,0.08499999999999999,0.05757000000000001,0.105,0.174,0.05576549999999996,0.645164,False,False,False
llama,4,77,2,+s,mixed,+,0.05853852735867197,0.9156966276917121,0.06500000000000003,0.05683000000000002,0.10500000000000001,0.34,0.09759649999999995,0.627403,False,False,False
llama,4,79,2,=\,punct/symbol,$,0.09148883083060864,0.8680218200945082,0.06999999999999997,0.05427999999999996,0.09999999999999999,0.25,0.031995500000000024,0.701186,False,False,True
llama,4,80,3, units,word, square,0.20151080825414275,0.3764717528997019,0.05499999999999996,0.05368999999999997,0.10499999999999998,0.448,0.044042499999999964,0.703732,False,False,True
llama,4,80,3, rooms,word, square,0.13849621807357565,0.3764717528997019,0.040000000000000015,0.05376,0.09999999999999999,0.702,0.044042499999999964,0.703732,False,False,True
llama,4,81,3, units,word, feet,0.08734619989657781,0.8287177079750643,0.04500000000000001,0.05245000000000002,0.09500000000000003,0.584,0.04769699999999999,0.712594,False,False,True
llama,4,81,3, meters,word, feet,0.07708275086126483,0.8287177079750643,0.06499999999999997,0.054359999999999964,0.09999999999999998,0.324,0.04769699999999999,0.712594,False,False,True
llama,4,82,3, of,word,.,0.2236239877476215,0.5364460593461702,0.035,0.05455999999999998,0.10499999999999998,0.72,0.07295400000000002,0.695313,False,False,False
llama,4,82,3,",",punct/symbol,.,0.1973474765308915,0.5364460593461702,0.029999999999999957,0.05512999999999995,0.09999999999999998,0.858,0.07295400000000002,0.695313,False,False,False
llama,4,84,5, Since,word, If,0.20250203010436535,0.2294648621556535,0.04000000000000001,0.05817000000000001,0.10499999999999998,0.754,0.023091999999999988,0.687498,False,False,True
llama,4,84,5, We,word, If,0.17870741433419493,0.2294648621556535,0.054999999999999966,0.052799999999999965,0.1,0.394,0.023091999999999988,0.687498,False,False,True
llama,4,84,5, This,word, If,0.12282368991234828,0.2294648621556535,0.08499999999999998,0.05502,0.10499999999999998,0.15,0.023091999999999988,0.687498,False,False,True
llama,4,84,5, Half,word, If,0.06574278371845703,0.2294648621556535,0.04499999999999996,0.05601999999999998,0.10499999999999998,0.648,0.023091999999999988,0.687498,False,False,True
llama,4,85,5, Row,word, they,0.2517169384853127,0.32321094682596624,0.015000000000000006,0.05275000000000001,0.1,0.972,0.016173000000000014,0.709481,False,False,True
llama,4,85,5, this,word, they,0.2517169384853127,0.32321094682596624,0.06499999999999996,0.052299999999999985,0.09499999999999997,0.306,0.016173000000000014,0.709481,False,False,True
llama,4,85,5, we,word, they,0.09260148666336315,0.32321094682596624,0.08500000000000002,0.05251000000000002,0.09999999999999999,0.122,0.016173000000000014,0.709481,False,False,True
llama,4,85,5, $,punct/symbol, they,0.0636440089838347,0.32321094682596624,0.049999999999999996,0.053070000000000006,0.09499999999999999,0.564,0.016173000000000014,0.709481,False,False,True
llama,4,86,3, finish,word, paint,0.37518975251946113,0.48175317831577164,0.009999999999999995,0.056439999999999976,0.09999999999999998,1.0,0.009772500000000017,0.699646,False,False,True
llama,4,86,3, are,word, paint,0.06519820672361917,0.48175317831577164,0.020000000000000004,0.054089999999999985,0.09524999999999977,0.956,0.009772500000000017,0.699646,False,False,True
llama,4,87,4, for,word, half,0.06642551893707126,0.8092285435796873,0.035,0.0541,0.09499999999999999,0.802,0.03971349999999999,0.698938,False,False,True
llama,4,87,4, the,word, half,0.05862031471453977,0.8092285435796873,0.03500000000000001,0.052860000000000004,0.09999999999999998,0.73,0.03971349999999999,0.698938,False,False,True
llama,4,87,4, a,word, half,0.05173224616411553,0.8092285435796873,0.07499999999999998,0.05661000000000001,0.09999999999999998,0.218,0.03971349999999999,0.698938,False,False,True
llama,4,88,3, the,word, of,0.41020846510740716,0.5267180953383773,0.07500000000000001,0.05596,0.095,0.206,0.06942000000000001,0.666584,False,False,False
llama,4,88,3, a,word, of,0.06290749806689681,0.5267180953383773,0.019999999999999955,0.057439999999999956,0.10499999999999998,0.966,0.06942000000000001,0.666584,False,False,False
llama,4,89,2, a,word, the,0.06754459247948381,0.9324242613325776,0.05000000000000002,0.051480000000000005,0.09000000000000002,0.488,0.03364900000000001,0.732298,False,False,True
llama,4,91,2, in,word,",",0.06685508905411715,0.9229059678018269,0.05999999999999996,0.05668999999999997,0.09999999999999996,0.426,0.08546000000000001,0.71196,False,False,False
llama,4,92,4, this,word, then,0.20347144472214487,0.4881026217717454,0.10999999999999999,0.05577,0.09999999999999998,0.028,0.0752765,0.67427,False,False,False
llama,4,92,4, we,word, then,0.1584637204822765,0.4881026217717454,0.06499999999999993,0.05275999999999997,0.09499999999999997,0.34,0.0752765,0.67427,False,False,False
llama,4,92,4, they,word, then,0.07485296137872867,0.4881026217717454,0.065,0.05756999999999999,0.10524999999999977,0.316,0.0752765,0.67427,False,False,False
llama,4,93,4, this,word, $,0.1890333087469361,0.4001834939048169,0.040000000000000015,0.05414000000000001,0.09999999999999998,0.676,0.05076399999999999,0.721195,False,False,False
llama,4,93,4, we,word, $,0.16682130945448861,0.4001834939048169,0.05000000000000001,0.055060000000000005,0.09999999999999999,0.576,0.05076399999999999,0.721195,False,False,False
llama,4,93,4, they,word, $,0.14721928887869248,0.4001834939048169,0.04000000000000001,0.04908000000000002,0.09000000000000001,0.626,0.05076399999999999,0.721195,False,False,False
